PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
0,5.91,4.21,0.71,0.13,440,38.0,97.0,foc,y/u,distr,e/s,"2701.90, 163.62","1449.88, 242.42",60.0,11.12844565678403,0.0,0.0981446,0.7472+-0.0000,0.1343+-0.0169
0,5.91,4.21,0.71,0.13,220,38.0,97.0,foc,y/u,distr,e/s,"2701.90, 163.62","1449.88, 242.42",60.0,11.11011799264845,0.0,0.0981446,0.5672+-0.0054,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,660,38.0,97.0,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",60.0,11.19472359186833,0.0,0.0981446,0.7308+-0.0034,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,440,38.0,97.0,foc,y/u,distr,e/s,"2739.90, 163.62","1449.88, 242.42",60.0,11.12842654638852,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,220,38.0,97.0,foc,y/u,distr,e/s,"2739.90, 163.62","1449.88, 242.42",60.0,11.11014675182288,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,660,38.0,97.0,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",60.0,11.19472359186833,0.0,0.0981446,0.7308+-0.0034,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,440,38.0,97.0,foc,y/u,distr,e/s,"2701.90, 163.62","1449.88, 242.42",60.0,11.12842676095931,0.0,0.0981446,0.7503+-0.0031,0.1415+-0.0053
0,5.91,4.21,0.71,0.13,220,38.0,97.0,foc,y/u,distr,e/s,"2701.90, 163.62","1449.88, 242.42",60.0,11.11012214441817,0.0,0.0981446,0.5618+-0.0000,0.0000+-0.0000
0,6.250639808090355,4.119076209640103,0.5564023617791889,0.18235818101640938,466,94.85228870949302,41.52335387916688,free,y/h,distr,y/h,"1803.78, 378.72","2999.74, 645.48",55.23603397030456,12.20066803861613,0.369038,0.468939,0.0237+-0.0000,0.0245+-0.0020
0,6.25,4.12,0.56,0.18,465,94.0,41.0,free,y/h,distr,y/h,"1803.78, 378.72","2999.74, 645.48",55.0,12.20063444852988,0.428976,0.528945,0.0262+-0.0000,0.0350+-0.0044
1,6.25,4.12,0.56,0.18,310,94.0,24.0,free,y/h,distr,y/h,"363.25, 161.10","2742.97, 198.59",55.0,12.15362665121645,0.0,0.0981446,0.0416+-0.0018,0.0111+-0.0111
3,6.25,4.12,0.56,0.18,155,94.0,41.0,free,y/h,distr,y/h,"366.74, 151.02","2948.98, 200.00",55.0,12.10805174449255,0.901855,1.0,0.0205+-0.0002,0.0408+-0.0002
0,6.25,4.12,0.56,0.18,465,94.0,41.0,free,y/h,distr,y/h,"1803.78, 378.72","2999.74, 645.48",55.0,12.20063444852988,0.419126,0.518993,0.0247+-0.0015,0.0258+-0.0002
1,6.25,4.12,0.56,0.18,310,94.0,24.0,free,y/h,distr,y/h,"363.25, 161.10","3018.72, 499.71",55.0,12.15363418624729,0.0,0.0981446,0.0415+-0.0172,0.0030+-0.0030
2,6.25,4.12,0.56,0.18,155,94.0,41.0,free,y/h,distr,y/h,"363.25, 161.10","2837.83, 199.40",55.0,12.10804147609887,0.091354,0.191234,0.0222+-0.0005,0.0200+-0.0200
0,6.25,4.12,0.56,0.18,465,94.0,41.0,free,y/h,distr,y/h,"1803.78, 378.72","2999.74, 645.48",55.0,12.20063444852988,0.389862,0.489839,0.0237+-0.0000,0.0183+-0.0030
1,6.25,4.12,0.56,0.18,310,94.0,24.0,free,y/h,distr,y/h,"363.25, 161.10","2891.72, 235.12",55.0,12.15363125451784,0.0,0.0981446,0.0297+-0.0099,0.0040+-0.0040
2,6.25,4.12,0.56,0.18,155,94.0,24.0,free,y/h,distr,y/h,"363.25, 161.10","1400.00, 200.00",55.0,12.1080662612818,0.0,0.0981446,0.0400+-0.0019,0.0002+-0.0002
0,6.664313358665143,3.138451462101821,0.6915435229348995,0.3119371831041814,405,36.7642318596979,93.46323352246526,distr,e/h,free,e/u,"3694.11, 789.08","1500.49, 362.55",49.52330384947025,11.301074996024182,0.102059,0.202013,0.0416+-0.0166,0.3965+-0.3965
0,6.66,3.14,0.69,0.31,404,36.0,93.0,distr,e/h,free,e/u,"3694.11, 789.08","1500.49, 362.55",49.0,11.30104751318203,0.0994751,0.199453,0.0354+-0.0058,0.4000+-0.4000
0,6.66,3.14,0.69,0.31,269,36.0,93.0,distr,e/h,free,e/u,"3027.28, 185.91","1500.49, 362.55",49.0,11.26011432593643,0.0,0.0981446,0.0419+-0.0129,0.3965+-0.3965
1,6.66,3.14,0.69,0.31,134,36.0,93.0,distr,e/h,free,e/u,"579.94, 193.98","1310.66, 190.93",49.0,11.22039730490268,0.0,0.0981446,0.5972+-0.0141,0.6044+-0.0069
0,6.66,3.14,0.69,0.31,404,36.0,93.0,distr,e/h,free,e/u,"3694.11, 789.08","1500.49, 362.55",49.0,11.30104751318203,0.116908,0.216676,0.0432+-0.0038,0.7854+-0.0075
1,6.66,3.14,0.69,0.31,269,36.0,93.0,distr,e/h,free,e/u,"761.49, 187.50","1500.49, 362.55",49.0,11.26011115155005,0.445099,0.545024,0.5903+-0.0072,0.6180+-0.0067
3,6.66,3.14,0.69,0.31,134,36.0,93.0,distr,e/h,free,e/u,"443.39, 183.36","2889.94, 193.50",49.0,11.22039518473932,0.00358196,0.102241,0.0050+-0.0009,0.0497+-0.0002
0,6.66,3.14,0.69,0.31,404,36.0,93.0,distr,e/h,free,e/u,"3694.11, 789.08","1500.49, 362.55",49.0,11.30104751318203,0.111822,0.211461,0.0455+-0.0139,0.7965+-0.0036
0,6.66,3.14,0.69,0.31,269,36.0,93.0,distr,e/h,free,e/u,"985.35, 180.15","1500.49, 362.55",49.0,11.26010404370655,0.0,0.0981446,0.0532+-0.0267,0.3928+-0.3928
3,6.66,3.14,0.69,0.31,134,36.0,93.0,distr,e/h,free,e/u,"484.15, 186.27","2889.94, 193.50",49.0,11.22038641716479,0.000468738,0.0989152,0.0073+-0.0041,0.0460+-0.0075
0,7.121101146127534,3.6770185375013758,0.6021785794177502,0.2266660849439409,579,37.73744395103228,85.42809402925252,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.17793026446393,12.361807868980376,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,578,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.3617651180649,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,385,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.30329477751,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,192,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.24726628389647,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,578,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.3617651180649,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,385,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.30328684985963,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,192,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.24726915077288,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,578,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.3617651180649,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,385,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.30329732833576,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.12,3.68,0.6,0.23,192,37.0,85.0,foc,y/h,foc,y/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.2472905047246,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.252903170983188,2.4496103849501587,0.6397975667672464,0.16927623115135798,356,91.33779916502738,31.765708171061668,distr,e/s,distr,e/s,"751.28, 209.26","618.66, 271.69",45.72354762159664,12.230513953305946,0.0,0.0981446,0.0366+-0.0366,0.0658+-0.0658
0,6.25,2.45,0.64,0.17,355,91.0,31.0,distr,e/s,distr,e/s,"751.28, 209.26","618.66, 271.69",45.0,12.23048952409323,0.0,0.0981446,0.1288+-0.1288,0.0000+-0.0000
0,6.25,2.45,0.64,0.17,237,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.19438684110913,0.0,0.0981446,0.0628+-0.0628,0.1082+-0.0004
0,6.25,2.45,0.64,0.17,119,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.15939301936788,0.0,0.0981446,0.0220+-0.0220,0.1244+-0.1244
0,6.25,2.45,0.64,0.17,1,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.12544734508682,0.0,0.0981446,0.0565+-0.0565,0.2636+-0.0374
0,6.25,2.45,0.64,0.17,355,91.0,31.0,distr,e/s,distr,e/s,"751.28, 209.26","618.66, 271.69",45.0,12.23048952409323,0.0,0.0981446,0.2887+-0.0088,0.1163+-0.1163
0,6.25,2.45,0.64,0.17,237,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.19439132420252,0.0,0.0981446,0.0172+-0.0172,0.3199+-0.0007
0,6.25,2.45,0.64,0.17,119,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.15939536752322,0.0,0.0981446,0.0291+-0.0291,0.1821+-0.0334
0,6.25,2.45,0.64,0.17,1,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.1254427253907,0.0,0.0981446,0.0284+-0.0284,0.3065+-0.0260
0,6.25,2.45,0.64,0.17,355,91.0,31.0,distr,e/s,distr,e/s,"751.28, 209.26","618.66, 271.69",45.0,12.23048952409323,0.0,0.0981446,0.1770+-0.0104,0.0564+-0.0564
0,6.25,2.45,0.64,0.17,237,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.19439777227116,0.0,0.0981446,0.0270+-0.0170,0.1516+-0.1516
0,6.25,2.45,0.64,0.17,119,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.1594047721995,0.0,0.0981446,0.0099+-0.0099,0.2643+-0.0433
0,6.25,2.45,0.64,0.17,1,91.0,31.0,distr,e/s,distr,e/s,"310.72, 131.25","618.66, 271.69",45.0,12.12545599260596,0.0,0.0981446,0.0220+-0.0220,0.1612+-0.0433
0,6.548398864480409,3.4908182056793207,0.5087270147856975,0.37808664288626304,469,77.61437061776277,95.06110577652169,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",45.55397122404118,12.173693010289908,0.0,0.0981446,0.8849+-0.0390,0.0000+-0.0000
0,6.55,3.49,0.51,0.38,468,77.0,95.0,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",45.0,12.17365942020366,0.0,0.0981446,0.9599+-0.0122,0.0000+-0.0000
0,6.55,3.49,0.51,0.38,312,77.0,95.0,distr,y/u,distr,e/h,"335.83, 165.76","3537.83, 710.51",45.0,12.12664765270858,0.0,0.0981446,0.1602+-0.0003,0.0328+-0.0040
0,6.55,3.49,0.51,0.38,156,77.0,95.0,distr,y/u,distr,e/h,"266.10, 133.03","3537.83, 710.51",45.0,12.08047081201172,0.0,0.0981446,0.3455+-0.3455,0.0061+-0.0044
0,6.55,3.49,0.51,0.38,468,77.0,95.0,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",45.0,12.17365942020366,0.0,0.0981446,0.9452+-0.0044,0.0000+-0.0000
0,6.55,3.49,0.51,0.38,312,77.0,95.0,distr,y/u,distr,e/h,"307.02, 136.11","3537.83, 710.51",45.0,12.12664269046692,0.0,0.0981446,0.2387+-0.2387,0.0149+-0.0003
0,6.55,3.49,0.51,0.38,156,77.0,95.0,distr,y/u,distr,e/h,"299.39, 149.62","3537.83, 710.51",45.0,12.08046719640833,0.0,0.0981446,0.0790+-0.0790,0.0126+-0.0025
0,6.55,3.49,0.51,0.38,468,77.0,95.0,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",45.0,12.17365942020366,0.0,0.0981446,0.8955+-0.0183,0.0008+-0.0008
0,6.55,3.49,0.51,0.38,312,77.0,95.0,distr,y/u,distr,e/h,"309.89, 136.34","3537.83, 710.51",45.0,12.12664269049317,0.0,0.0981446,0.4393+-0.1114,0.0237+-0.0037
0,6.55,3.49,0.51,0.38,156,77.0,95.0,distr,y/u,distr,e/h,"302.06, 149.91","3537.83, 710.51",45.0,12.08046719643925,0.0,0.0981446,0.3947+-0.0820,0.0178+-0.0178
0,7.234325501556828,4.031727664059679,0.6700039134960117,0.19752383288241016,506,49.55002966290072,30.49945038005104,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.15392073012757,11.635567981318419,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,505,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.6355313376175,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,337,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.58488281620709,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,169,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.53520414814944,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,1,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.48764236342191,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,505,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.6355313376175,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,337,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.58489470244034,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,169,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.53522143229723,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,1,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.48766382544757,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,505,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.6355313376175,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,337,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.58488578776389,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,169,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.53521621211173,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.23,4.03,0.67,0.2,1,49.0,30.0,foc,y/h,foc,y/u,"3009.75, 615.60","947.86, 795.78",85.0,11.48764388674641,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.091160613750304,2.7957993142512887,0.6773935709817758,0.1482054961153059,693,64.91362022062623,37.48553482316288,distr,y/h,foc,y/h,"3018.71, 490.02","3028.90, 755.84",43.300855626495455,11.463187776045984,0.160035,0.25979,0.0648+-0.0093,0.0275+-0.0275
0,5.09,2.8,0.68,0.15,692,64.0,37.0,distr,y/h,foc,y/h,"3018.71, 490.02","3028.90, 755.84",43.0,11.46313891793564,0.197582,0.297564,0.0267+-0.0013,0.0270+-0.0270
3,5.09,2.8,0.68,0.15,461,64.0,37.0,distr,y/h,foc,y/h,"422.56, 172.27","2921.78, 199.89",43.0,11.39383945056622,0.402622,0.502616,0.0067+-0.0052,0.0347+-0.0016
3,5.09,2.8,0.68,0.15,230,64.0,37.0,distr,y/h,foc,y/h,"422.56, 172.27","2921.78, 199.89",43.0,11.32692613643352,0.3635,0.463474,0.0065+-0.0020,0.0285+-0.0285
0,5.09,2.8,0.68,0.15,692,64.0,37.0,distr,y/h,foc,y/h,"3018.71, 490.02","3028.90, 755.84",43.0,11.46313891793564,0.181252,0.28116,0.0258+-0.0025,0.0320+-0.0000
0,5.09,2.8,0.68,0.15,461,64.0,37.0,distr,y/h,foc,y/h,"326.74, 162.59","3028.90, 755.84",43.0,11.39382917446059,0.412824,0.512734,0.0109+-0.0069,0.0535+-0.0005
0,5.09,2.8,0.68,0.15,230,64.0,37.0,distr,y/h,foc,y/h,"326.43, 163.21","3028.90, 755.84",43.0,11.32688227407509,0.0,0.0981446,0.0104+-0.0005,0.0528+-0.0007
0,5.09,2.8,0.68,0.15,692,64.0,37.0,distr,y/h,foc,y/h,"3018.71, 490.02","3028.90, 755.84",43.0,11.46313891793564,0.168929,0.268896,0.0542+-0.0083,0.0227+-0.0227
0,5.09,2.8,0.68,0.15,461,64.0,37.0,distr,y/h,foc,y/h,"285.87, 142.91","3028.90, 755.84",43.0,11.39385073199195,0.309646,0.409614,0.0121+-0.0032,0.0537+-0.0002
0,5.09,2.8,0.68,0.15,230,64.0,37.0,distr,y/h,foc,y/h,"285.86, 142.93","3028.90, 755.84",43.0,11.32693533477083,0.0,0.0981446,0.0121+-0.0017,0.0549+-0.0005
0,5.637131840423622,4.071404097476691,0.5362653315174352,0.17402892660005193,258,34.9541103205912,57.89940835275223,distr,e/u,foc,e/h,"387.72, 259.61","2926.68, 408.94",83.07207509285462,12.397225868292239,0.000468738,0.0989152,0.7942+-0.0748,0.0185+-0.0040
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e/u,foc,e/h,"387.72, 259.61","2926.68, 408.94",83.0,12.39720754635317,0.000468738,0.0989152,0.7755+-0.1266,0.0263+-0.0012
2,5.64,4.07,0.54,0.17,171,34.0,57.0,distr,e/u,foc,e/h,"387.72, 259.61","2095.46, 212.76",83.0,12.37086394272237,0.0,0.0981446,0.0146+-0.0025,0.4434+-0.4434
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e/u,foc,e/h,"752.38, 229.39","2836.39, 202.31",83.0,12.34536229415623,0.0,0.0981446,0.9879+-0.0012,
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e/u,foc,e/h,"387.72, 259.61","2926.68, 408.94",83.0,12.39720754635317,0.0,0.0981446,0.6346+-0.0817,0.0202+-0.0010
2,5.64,4.07,0.54,0.17,171,34.0,57.0,distr,e/u,foc,e/h,"394.58, 226.31","2083.46, 212.93",83.0,12.37085047181148,0.0,0.0981446,0.0126+-0.0015,0.9367+-0.0139
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e/u,foc,e/h,"1241.96, 193.82","2881.39, 201.67",83.0,12.34535940976056,0.0,0.0981446,0.9951+-0.0033,
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e/u,foc,e/h,"387.72, 259.61","2926.68, 408.94",83.0,12.39720754635317,0.0,0.0981446,0.6165+-0.0336,0.0236+-0.0014
2,5.64,4.07,0.54,0.17,171,34.0,57.0,distr,e/u,foc,e/h,"365.09, 209.39","2038.58, 212.48",83.0,12.37086185332871,0.0,0.0981446,0.0116+-0.0003,0.4469+-0.4469
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e/u,foc,e/h,"500.00, 200.00","2870.51, 201.68",83.0,12.34537325896893,0.0,0.0981446,0.9339+-0.0506,
0,7.039130113462887,3.5366315342954553,0.5361759097639845,0.22717123525730337,452,42.324323144700486,83.95687179774663,distr,e/s,free,y/s,"526.60, 250.38","305.31, 750.11",94.59875265930003,11.21873407858663,0.677787,0.777556,0.2341+-0.0518,0.0864+-0.0174
0,7.04,3.54,0.54,0.23,451,42.0,83.0,distr,e/s,free,y/s,"526.60, 250.38","305.31, 750.11",94.0,11.21870048850038,0.696799,0.796691,0.2580+-0.0448,0.1127+-0.0091
4,7.04,3.54,0.54,0.23,301,42.0,83.0,distr,e/s,free,y/s,"500.00, 200.00","2915.39, 194.48",94.0,11.17291899492873,0.901855,1.0,0.3781+-0.1189,
5,7.04,3.54,0.54,0.23,151,42.0,83.0,distr,e/s,free,y/s,"2916.74, 195.14","2915.39, 194.48",94.0,11.12910421445862,,,,
5,7.04,3.54,0.54,0.23,1,42.0,83.0,distr,e/s,free,y/s,"2916.74, 195.14","2915.39, 194.48",94.0,11.08599529055276,,,,
0,7.04,3.54,0.54,0.23,451,42.0,83.0,distr,e/s,free,y/s,"526.60, 250.38","305.31, 750.11",94.0,11.21870048850038,0.608134,0.70793,0.1513+-0.1513,0.1119+-0.0144
4,7.04,3.54,0.54,0.23,301,42.0,83.0,distr,e/s,free,y/s,"500.00, 200.00","2882.39, 194.49",94.0,11.17290955839617,0.901855,1.0,0.4085+-0.1572,
5,7.04,3.54,0.54,0.23,151,42.0,83.0,distr,e/s,free,y/s,"2892.42, 197.83","2882.39, 194.49",94.0,11.12908058202876,,,,
5,7.04,3.54,0.54,0.23,1,42.0,83.0,distr,e/s,free,y/s,"2892.42, 197.83","2882.39, 194.49",94.0,11.08596813086849,,,,
0,7.04,3.54,0.54,0.23,451,42.0,83.0,distr,e/s,free,y/s,"526.60, 250.38","305.31, 750.11",94.0,11.21870048850038,0.647173,0.747006,0.1163+-0.1163,0.0920+-0.0197
4,7.04,3.54,0.54,0.23,301,42.0,83.0,distr,e/s,free,y/s,"811.39, 239.46","2832.20, 200.38",94.0,11.17289756213319,0.901855,1.0,0.5640+-0.0544,
5,7.04,3.54,0.54,0.23,151,42.0,83.0,distr,e/s,free,y/s,"2701.71, 193.40","2832.20, 200.38",94.0,11.12907862068852,,,,
5,7.04,3.54,0.54,0.23,1,42.0,83.0,distr,e/s,free,y/s,"2701.71, 193.40","2832.20, 200.38",94.0,11.08597924305414,,,,
0,5.998136209779491,2.4934502235700364,0.6886744358324816,0.28864347404338697,589,39.45529952557344,36.05862779424829,foc,y/s,foc,y/u,"3689.38, 746.45","1523.76, 782.97",66.77970672405513,11.210194506065871,0.901855,1.0,0.1743+-0.0472,0.8172+-0.0046
0,6.0,2.49,0.69,0.29,588,39.0,36.0,foc,y/s,foc,y/u,"3689.38, 746.45","1523.76, 782.97",66.0,11.2101517551504,0.901855,1.0,0.1876+-0.0131,0.8030+-0.0000
2,6.0,2.49,0.69,0.29,392,39.0,36.0,foc,y/s,foc,y/u,"692.29, 190.09","2428.46, 232.52",66.0,11.15107921446735,0.901085,0.999531,0.7048+-0.0294,0.2737+-0.0828
5,6.0,2.49,0.69,0.29,196,39.0,36.0,foc,y/s,foc,y/u,"2933.40, 196.73","2937.64, 203.55",66.0,11.09389068070777,,,,
0,6.0,2.49,0.69,0.29,588,39.0,36.0,foc,y/s,foc,y/u,"3689.38, 746.45","1523.76, 782.97",66.0,11.2101517551504,0.897759,0.996418,0.2049+-0.0532,0.7853+-0.0320
2,6.0,2.49,0.69,0.29,392,39.0,36.0,foc,y/s,foc,y/u,"715.28, 189.11","2188.85, 246.16",66.0,11.15107617267383,0.901855,1.0,0.6794+-0.0040,0.2654+-0.0065
5,6.0,2.49,0.69,0.29,196,39.0,36.0,foc,y/s,foc,y/u,"2956.35, 197.28","2907.69, 205.25",66.0,11.0938637445991,,,,
0,6.0,2.49,0.69,0.29,588,39.0,36.0,foc,y/s,foc,y/u,"3689.38, 746.45","1523.76, 782.97",66.0,11.2101517551504,0.901855,1.0,0.1923+-0.0281,0.8117+-0.0188
2,6.0,2.49,0.69,0.29,392,39.0,36.0,foc,y/s,foc,y/u,"692.64, 190.08","2221.80, 244.28",66.0,11.1510929043502,0.901855,1.0,0.7014+-0.0261,0.3044+-0.0105
5,6.0,2.49,0.69,0.29,196,39.0,36.0,foc,y/s,foc,y/u,"2956.69, 197.29","2922.66, 204.40",66.0,11.09390212981073,,,,
0,7.053636617426087,2.123266627217239,0.7448616758119735,0.32899744900827405,559,75.80858290754524,35.35162646896542,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.39636418737229,12.252234391261766,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,558,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.25219469395111,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,372,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.19614013134939,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,186,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.14184335686159,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,558,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.25219469395111,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,372,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.19612636743966,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,186,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.14182164164065,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,558,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.25219469395111,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,372,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.1961338842609,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.05,2.12,0.74,0.33,186,75.0,35.0,free,y/h,free,e/h,"3138.20, 228.91","1217.09, 746.95",32.0,12.14183007920968,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.4561661127568835,3.096478796785844,0.7018352971844193,0.3132484127159971,285,65.86604820074533,70.9926329273892,free,e/s,distr,y/u,"3766.18, 776.64","707.50, 747.35",83.98488510395904,11.428017076565418,0.18744,0.287382,0.2793+-0.0018,0.7125+-0.0695
0,6.46,3.1,0.7,0.31,284,65.0,70.0,free,e/s,distr,y/u,"3766.18, 776.64","707.50, 747.35",83.0,11.42799875462634,0.164223,0.263944,0.2793+-0.0018,0.6235+-0.1029
